,compSize,skill,experience,education,salary
749,1250.0,10,2.0,2,6.0
750,1250.0,0,4.0,1,13.0
751,2000.0,7,4.0,1,15.0
752,1250.0,6,2.0,1,9.0
753,2000.0,3,2.0,1,14.0
754,325.0,8,4.0,2,32.5
755,325.0,8,4.0,2,25.0
756,2000.0,14,4.0,2,26.5
757,1250.0,9,4.0,2,30.0
758,325.0,9,4.0,2,16.0
759,32.5,4,2.0,2,18.0
760,100.0,1,4.0,2,19.0
761,100.0,5,4.0,2,14.0
762,100.0,7,0.0,2,22.5
763,325.0,9,4.0,2,14.0
764,1250.0,8,4.0,1,17.0
765,2000.0,8,2.0,1,11.0
766,2000.0,8,4.0,2,22.5
767,2000.0,10,4.0,2,11.5
768,2000.0,9,7.5,1,20.0
769,325.0,5,4.0,2,16.0
770,1250.0,9,7.5,2,30.0
771,1250.0,8,4.0,2,20.0
772,1250.0,2,4.0,1,12.5
773,100.0,6,2.0,2,12.0
774,1250.0,11,2.0,1,7.0
775,100.0,5,2.0,2,8.0
776,32.5,8,7.5,2,32.5
777,2000.0,3,4.0,2,22.5
778,1250.0,6,7.5,2,15.0
779,1250.0,2,4.0,1,20.0
780,2000.0,6,4.0,1,15.0
781,1250.0,1,4.0,2,21.5
782,325.0,8,4.0,2,12.5
783,100.0,12,4.0,2,25.0
784,325.0,8,4.0,0,12.5
785,325.0,14,2.0,2,11.5
786,100.0,2,4.0,2,20.0
787,325.0,12,4.0,1,17.5
788,1250.0,14,2.0,2,12.0
789,100.0,9,2.0,1,6.0
790,100.0,7,4.0,2,20.0
791,100.0,13,2.0,2,20.0
792,32.5,9,2.0,1,11.5
793,100.0,8,4.0,1,7.0
794,2000.0,10,4.0,2,17.5
795,2000.0,5,4.0,1,12.5
796,100.0,6,4.0,0,24.0
797,100.0,11,2.0,2,7.0
798,100.0,10,4.0,2,20.0
799,1250.0,4,7.5,1,20.0
800,1250.0,2,4.0,2,18.0
801,32.5,9,2.0,2,9.0
802,2000.0,10,4.0,2,12.5
803,1250.0,5,4.0,2,15.0
804,2000.0,11,2.0,2,9.0
805,325.0,4,4.0,2,16.0
806,325.0,8,7.5,2,18.0
807,100.0,13,7.5,1,16.5
808,1250.0,5,0.0,2,20.0
809,2000.0,8,4.0,2,20.0
810,2000.0,12,4.0,1,18.0
811,100.0,15,7.5,1,17.5
812,325.0,8,4.0,1,12.5
813,100.0,3,4.0,2,15.0
814,100.0,11,4.0,2,17.5
815,325.0,4,2.0,0,15.0
816,2000.0,4,4.0,2,15.0
817,2000.0,6,7.5,2,30.0
818,32.5,8,4.0,2,15.0
819,1250.0,6,4.0,1,12.5
820,2000.0,2,4.0,2,19.0
821,2000.0,9,4.0,2,22.5
822,100.0,12,4.0,2,22.5
823,2000.0,0,7.5,2,22.5
824,325.0,7,2.0,1,12.5
825,100.0,12,2.0,2,9.5
826,100.0,11,2.0,2,7.5
827,1250.0,8,2.0,2,7.0
828,325.0,7,0.0,0,12.5
829,1250.0,10,4.0,2,22.5
830,100.0,7,7.5,2,44.0
831,1250.0,4,4.0,2,27.5
832,325.0,6,4.0,2,12.5
833,325.0,14,4.0,2,15.0
834,325.0,14,4.0,2,15.0
835,1250.0,6,4.0,2,37.5
836,2000.0,9,4.0,2,37.5
837,2000.0,4,4.0,2,20.0
838,1250.0,6,2.0,2,15.0
839,2000.0,10,4.0,2,22.5
840,325.0,6,4.0,2,19.5
841,1250.0,11,4.0,2,13.0
842,32.5,11,2.0,2,15.0
843,32.5,9,4.0,2,16.5
844,1250.0,15,4.0,2,11.5
845,1250.0,7,4.0,2,15.0
846,325.0,23,4.0,2,20.0
847,1250.0,8,7.5,2,27.0
848,325.0,14,2.0,0,9.5
849,325.0,14,4.0,0,15.0
850,2000.0,11,4.0,2,15.5
851,1250.0,10,4.0,2,30.0
852,2000.0,8,4.0,2,15.0
853,325.0,9,4.0,1,17.5
854,100.0,12,4.0,2,20.0
855,1250.0,9,4.0,2,12.0
856,1250.0,6,4.0,2,19.5
857,2000.0,11,4.0,2,30.0
858,325.0,5,7.5,1,19.0
859,1250.0,15,2.0,2,12.5
860,100.0,5,4.0,2,10.0
861,325.0,5,0.0,1,12.5
862,100.0,6,4.0,1,18.0
863,1250.0,6,4.0,2,15.0
864,2000.0,5,4.0,2,22.5
865,1250.0,10,4.0,1,22.5
866,1250.0,8,4.0,2,22.5
867,32.5,10,7.5,2,32.5
868,325.0,11,4.0,2,16.0
869,325.0,3,0.0,1,9.0
870,2000.0,9,2.0,2,22.5
871,1250.0,8,4.0,2,13.5
872,325.0,15,4.0,2,18.0
873,325.0,3,4.0,2,22.5
874,2000.0,13,4.0,2,22.5
875,2000.0,13,4.0,2,22.5
876,1250.0,10,4.0,2,35.0
877,100.0,6,4.0,1,19.0
878,2000.0,4,4.0,2,23.0
879,2000.0,1,7.5,2,17.5
880,1250.0,7,4.0,1,13.5
881,1250.0,4,4.0,2,20.0
882,2000.0,5,7.5,2,25.0
883,1250.0,4,0.0,2,12.0
884,15.0,2,0.0,2,9.0
885,15.0,2,0.0,2,9.0
886,2000.0,6,7.5,2,25.0
887,325.0,0,0.0,2,24.0
888,2000.0,15,4.0,2,20.0
889,1250.0,7,4.0,2,22.5
890,1250.0,9,4.0,0,27.0
891,1250.0,11,4.0,1,20.0
892,32.5,7,4.0,1,22.5
893,100.0,10,2.0,2,14.0
894,32.5,7,4.0,2,17.5
895,325.0,6,4.0,2,12.5
896,32.5,16,7.5,2,20.0
897,100.0,13,2.0,2,12.5
898,325.0,3,4.0,2,12.0
899,325.0,8,4.0,2,22.5
900,325.0,1,4.0,2,25.0
901,325.0,9,4.0,2,14.0
902,325.0,7,4.0,2,20.0
903,325.0,14,4.0,2,20.0
904,325.0,9,7.5,2,20.0
905,325.0,7,2.0,2,20.0
906,1250.0,11,4.0,2,12.5
907,1250.0,11,2.0,2,4.5
908,100.0,8,2.0,2,10.0
909,100.0,3,0.0,2,30.0
910,325.0,7,7.5,1,21.5
911,100.0,6,2.0,2,12.5
912,325.0,11,4.0,2,12.5
913,2000.0,5,4.0,2,37.5
914,100.0,6,4.0,2,22.5
915,325.0,1,4.0,2,12.0
916,2000.0,3,4.0,2,18.0
917,2000.0,5,2.0,2,20.0
918,325.0,9,4.0,1,15.0
919,325.0,10,4.0,2,15.0
920,2000.0,0,7.5,2,22.5
921,325.0,3,4.0,2,11.5
922,325.0,19,4.0,2,15.0
923,100.0,7,4.0,2,15.0
924,1250.0,5,4.0,2,22.5
925,325.0,7,4.0,2,20.0
926,1250.0,4,4.0,2,12.5
927,2000.0,12,4.0,2,25.0
928,2000.0,5,4.0,2,20.0
929,1250.0,5,7.5,2,15.0
930,1250.0,5,7.5,2,15.0
931,325.0,9,4.0,2,15.0
932,325.0,3,4.0,2,25.0
933,325.0,14,4.0,2,9.0
934,1250.0,6,4.0,2,25.0
935,2000.0,13,7.5,2,22.5
936,1250.0,3,4.0,1,15.0
937,100.0,6,4.0,2,12.5
938,325.0,11,4.0,1,18.0
939,1250.0,7,4.0,2,11.5
940,1250.0,9,7.5,2,25.0
941,100.0,12,4.0,2,20.0
942,1250.0,5,4.0,2,30.0
943,2000.0,6,4.0,2,18.0
944,325.0,10,4.0,2,13.5
945,100.0,6,7.5,2,18.5
946,1250.0,9,7.5,2,30.0
947,2000.0,1,4.0,2,20.0
948,1250.0,6,4.0,2,21.5
949,1250.0,1,4.0,0,10.5
950,2000.0,12,4.0,0,37.5
951,325.0,10,4.0,2,15.0
952,325.0,9,4.0,1,22.5
953,100.0,7,4.0,2,15.0
954,325.0,6,2.0,2,7.0
955,1250.0,6,2.0,2,15.0
956,32.5,8,2.0,2,12.5
957,325.0,13,4.0,1,12.5
958,100.0,16,4.0,2,20.0
959,2000.0,6,4.0,2,15.0
960,325.0,8,4.0,2,12.5
961,1250.0,8,4.0,1,11.5
962,325.0,9,4.0,2,12.5
963,2000.0,10,4.0,2,15.0
964,1250.0,4,7.5,2,25.0
965,325.0,8,4.0,2,20.0
966,2000.0,7,7.5,2,20.0
967,1250.0,8,4.0,2,20.0
968,1250.0,7,4.0,1,20.0
969,2000.0,11,4.0,0,20.0
970,325.0,4,2.0,2,22.5
971,325.0,5,4.0,2,20.0
972,325.0,7,7.5,2,20.0
973,100.0,10,2.0,1,9.0
974,2000.0,3,4.0,2,22.5
975,325.0,5,4.0,2,17.0
976,2000.0,6,4.0,2,22.5
977,1250.0,4,2.0,2,20.0
978,325.0,5,4.0,2,27.5
979,100.0,9,4.0,2,16.5
980,1250.0,0,4.0,2,22.5
981,32.5,9,4.0,2,16.0
982,100.0,13,4.0,1,15.0
983,325.0,7,1.0,2,6.0
984,1250.0,1,4.0,2,22.5
985,32.5,8,2.0,2,11.5
986,1250.0,9,4.0,2,22.5
987,2000.0,3,4.0,2,14.0
988,325.0,9,4.0,2,15.0
989,1250.0,12,4.0,2,16.0
990,1250.0,6,4.0,2,19.0
991,325.0,10,4.0,2,16.0
992,2000.0,1,4.0,2,20.0
993,2000.0,4,4.0,2,22.5
994,325.0,7,7.5,1,20.0
995,32.5,10,4.0,2,25.5
996,325.0,7,4.0,2,17.0
997,100.0,8,7.5,1,30.0
998,2000.0,15,4.0,2,20.0
999,2000.0,5,4.0,2,16.0
